Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2018-07-11 22:00:00,63.8,66,52.3,2.59,5.3,28,36,4.1,0.2087
2018-07-12 20:00:00,72.4,55,55.5,3.0,7.0,182,181,6.5,0.1985
2018-07-13 18:00:00,86.5,44,62.0,3.0,5.2,233,232,7.1,0.2708
2018-07-14 16:00:00,76.9,81,70.6,3.22,4.75,234,240,7.8,0.0583
2018-07-15 14:00:00,85.2,52,65.8,3.34,4.43,81,84,8.0,0.0278
2018-07-16 12:00:00,80.2,75,71.6,3.47,4.95,226,225,9.3,0.2529
2018-07-17 10:00:00,74.8,43,50.6,4.9,6.98,321,322,11.0,0.5169
2018-07-18 08:00:00,67.9,66,56.0,1.08,1.44,34,34,4.2,0.1238
2018-07-19 06:00:00,62.7,70,52.6,2.11,4.78,211,217,4.5,0.1569
2018-07-20 04:00:00,64.6,87,60.8,3.14,7.03,149,156,5.5,0.5922
2018-07-21 02:00:00,67.1,98,66.3,3.18,5.98,118,128,6.6,0.4015
2018-07-22 00:00:00,67.4,93,65.3,3.14,6.41,59,67,6.6,0.1425
2018-07-22 22:00:00,62.5,98,61.9,1.32,3.16,99,108,2.5,0.5866
2018-07-23 20:00:00,69.6,94,67.8,0.72,1.91,34,84,3.6,0.1216
2018-07-24 18:00:00,72.1,92,69.6,1.21,2.13,66,41,3.2,0.1745
2018-07-25 16:00:00,81.3,45,57.7,0.76,1.17,293,290,3.8,0.032
2018-07-26 14:00:00,76.5,52,57.6,3.79,5.38,282,280,9.6,0.4572
2018-07-27 12:00:00,74.7,54,56.8,4.2,5.9,273,272,10.7,0.2063
2018-07-28 10:00:00,70.0,56,53.6,5.05,7.07,297,295,11.1,0.3675
2018-07-29 08:00:00,71.2,67,59.6,1.58,2.25,288,291,4.7,0.0703
2018-07-30 06:00:00,63.9,91,61.1,1.41,3.26,172,162,3.8,0.0349
2018-07-31 04:00:00,60.4,92,58.2,1.8,2.33,19,47,2.4,0.0282
2018-08-01 02:00:00,64.9,97,63.9,2.51,5.16,29,32,4.9,0.1524
2018-08-02 00:00:00,64.4,81,58.3,2.91,6.66,229,237,5.5,0.4117
2018-08-02 22:00:00,68.6,88,65.0,3.09,6.7,209,218,5.4,0.1379
2018-08-03 20:00:00,67.8,97,67.0,2.6,5.02,106,96,4.9,0.036
2018-08-04 18:00:00,81.7,57,65.2,2.42,5.12,156,168,4.9,0.2705
2018-08-05 16:00:00,89.8,42,63.7,4.7,7.64,232,233,11.1,0.5444
2018-08-06 14:00:00,80.4,69,69.3,2.88,4.28,214,217,6.7,0.1082
2018-08-07 12:00:00,77.8,66,65.4,1.02,1.3,79,86,4.5,0.0358
2018-08-08 10:00:00,74.4,72,64.6,1.64,2.11,322,329,5.7,0.0588
2018-08-09 08:00:00,75.2,70,64.6,3.41,5.02,238,239,7.8,0.4358
2018-08-10 06:00:00,67.6,91,65.0,2.27,4.38,49,55,4.4,0.0833
2018-08-11 04:00:00,61.4,84,56.4,2.13,4.66,229,239,3.4,0.0093
2018-08-12 02:00:00,64.5,100,64.5,1.2,1.97,360,60,2.2,0.0048
2018-08-13 00:00:00,63.8,98,63.4,1.75,2.56,31,69,2.4,0.039
2018-08-13 22:00:00,66.6,95,65.3,1.92,2.86,208,192,2.8,0.027
2018-08-14 20:00:00,75.2,69,64.3,2.94,7.17,235,240,6.4,0.154
2018-08-15 18:00:00,77.9,72,68.1,1.81,3.44,186,206,5.7,0.1031
2018-08-16 16:00:00,73.5,89,70.1,2.5,4.7,180,180,6.7,0.2284
2018-08-17 14:00:00,75.3,78,68.0,2.92,4.22,22,22,7.4,0.123
2018-08-18 12:00:00,75.0,78,67.5,3.85,5.5,25,25,8.5,0.0672
2018-08-19 10:00:00,74.7,75,66.2,1.03,1.34,241,243,4.5,0.0141
2018-08-20 08:00:00,72.7,78,65.4,1.7,2.33,118,115,4.5,0.1636
2018-08-21 06:00:00,69.0,98,68.4,2.92,5.52,128,132,5.3,0.5584
2018-08-22 04:00:00,60.2,94,58.5,5.02,9.08,314,319,9.0,0.7026
2018-08-23 02:00:00,58.4,86,54.3,2.82,6.4,264,280,4.9,0.6153
2018-08-24 00:00:00,61.6,77,54.2,2.36,5.73,234,245,5.0,0.5764
2018-08-24 22:00:00,67.7,71,57.8,2.68,6.2,153,159,5.0,0.6081
2018-08-25 20:00:00,68.4,96,67.2,2.51,5.66,203,216,4.9,0.2301
2018-08-26 18:00:00,71.2,94,69.4,2.82,4.97,117,120,6.2,0.0683
2018-08-27 16:00:00,87.9,54,69.2,4.89,8.16,229,229,12.0,0.5243
2018-08-28 14:00:00,85.6,59,69.9,4.43,6.57,242,244,11.2,0.1405
2018-08-29 12:00:00,78.7,59,63.1,5.04,7.36,263,263,11.2,0.3619
2018-08-30 10:00:00,63.0,71,53.6,3.75,5.3,46,46,8.5,0.2394
2018-08-31 08:00:00,66.8,76,58.9,1.68,2.5,163,164,4.6,0.2244
2018-12-01 18:00:00,34.6,92,32.4,5.43,9.73,84,85,11.9,0.7022
2018-12-02 15:00:00,46.3,90,43.4,3.58,7.38,234,234,8.7,0.4578
2018-12-03 12:00:00,33.1,70,24.5,5.15,8.13,352,355,10.5,0.6824
2018-12-04 09:00:00,27.4,70,18.8,3.28,4.66,308,305,7.5,0.1387
2018-12-05 06:00:00,25.9,64,15.6,2.27,4.77,229,237,4.4,0.2259
2018-12-06 03:00:00,27.8,73,20.3,5.61,9.78,230,233,11.7,0.6934
2018-12-07 00:00:00,18.4,68,9.7,3.41,6.27,320,326,6.7,0.4268
2018-12-07 21:00:00,22.1,64,11.8,5.02,8.14,264,264,10.4,0.2088
2018-12-08 18:00:00,19.8,73,12.7,2.27,5.92,229,240,4.0,0.5799
2018-12-09 15:00:00,30.9,59,18.3,2.73,5.18,278,280,8.5,0.3736
2018-12-10 12:00:00,29.9,59,17.3,2.92,4.03,248,247,7.5,0.2341
2018-12-11 09:00:00,31.5,72,23.6,5.3,8.0,268,271,10.9,0.6189
2018-12-12 06:00:00,22.2,92,20.3,2.1,5.1,155,154,3.7,0.6405
2018-12-13 03:00:00,31.3,99,31.1,0.81,1.44,150,214,2.0,0.5778
2018-12-14 00:00:00,30.6,87,27.2,2.71,5.91,176,183,5.2,0.1619
2018-12-14 21:00:00,31.8,97,31.2,2.86,6.9,245,253,5.1,0.1137
2018-12-15 18:00:00,32.5,95,31.3,3.02,6.65,34,46,5.6,0.3186
2018-12-16 15:00:00,37.3,78,31.0,1.81,4.24,264,262,6.1,0.357
2018-12-17 12:00:00,33.6,58,20.5,6.0,9.02,323,324,13.1,0.7672
2018-12-18 09:00:00,29.1,74,21.9,2.52,3.63,277,278,6.0,0.059
2018-12-19 06:00:00,30.1,75,23.2,4.17,8.5,224,228,7.2,0.7714
2018-12-20 03:00:00,34.2,77,27.7,3.28,7.31,192,199,6.8,0.1142
2018-12-21 00:00:00,36.3,98,35.7,1.94,4.03,55,83,3.5,0.3792
2018-12-21 21:00:00,30.0,80,24.7,5.33,9.09,326,330,11.0,0.8517
2018-12-22 18:00:00,27.5,75,20.7,1.64,3.2,218,250,1.5,0.0535
2018-12-23 15:00:00,34.1,77,27.6,2.92,4.72,248,249,6.5,0.1215
2018-12-24 12:00:00,32.5,64,21.7,6.91,10.2,280,281,14.3,0.0454
2018-12-25 09:00:00,28.0,69,19.2,1.75,2.57,257,257,4.5,0.1028
2018-12-26 06:00:00,27.8,93,26.1,1.8,4.03,236,263,2.7,0.1278
2018-12-27 03:00:00,28.5,79,22.9,3.72,7.56,114,114,6.9,0.602
2018-12-28 00:00:00,46.0,90,43.3,6.01,10.97,198,199,14.2,0.6966
2018-12-28 21:00:00,33.9,86,30.2,5.0,9.06,254,259,12.4,0.162
2018-12-29 18:00:00,23.4,65,13.2,1.36,2.02,197,200,2.5,0.338
2018-12-30 15:00:00,32.8,48,15.3,3.22,5.88,210,212,8.4,0.6979
2018-12-31 12:00:00,36.3,81,31.1,3.26,6.2,133,142,6.2,0.321
2019-01-01 09:00:00,26.3,79,20.5,5.04,7.63,346,349,10.4,0.6491
2019-01-02 06:00:00,18.9,64,8.8,0.95,2.19,108,114,2.1,0.0885
2019-01-03 03:00:00,26.5,76,20.0,4.63,7.91,264,268,9.6,0.6174
2019-01-04 00:00:00,32.2,74,24.9,5.87,10.87,240,242,12.1,0.6874
2019-01-04 21:00:00,33.3,83,28.8,1.88,4.04,295,312,3.0,0.1852
2019-01-05 18:00:00,38.4,86,34.5,5.2,10.24,259,260,10.8,0.703
2019-01-06 15:00:00,29.8,61,18.0,3.16,4.61,11,13,6.9,0.3276
2019-01-07 12:00:00,30.8,78,24.8,7.21,12.62,135,139,14.5,0.6959
2019-01-08 09:00:00,39.2,97,38.4,2.28,4.33,209,214,5.9,0.324
2019-01-09 06:00:00,24.9,70,16.6,5.59,9.35,294,296,12.3,0.6954
2019-01-10 03:00:00,21.3,58,8.7,6.08,9.65,324,326,12.5,0.7025
2019-01-11 00:00:00,17.0,69,8.7,3.47,5.54,316,321,7.7,0.2502
2019-01-11 21:00:00,23.9,65,13.9,1.42,2.48,129,130,3.4,0.2668
2019-01-12 18:00:00,24.0,64,13.5,3.48,5.94,51,57,7.5,0.4263
2019-01-13 15:00:00,25.6,55,11.5,2.97,4.25,48,49,7.8,0.2398
2019-01-14 12:00:00,29.6,54,14.9,2.75,3.86,251,249,7.3,0.0915
2019-01-15 09:00:00,28.7,79,23.0,3.78,5.72,233,234,7.8,0.15
2019-01-16 06:00:00,30.6,70,22.0,5.32,9.24,298,301,9.9,0.5152
2019-01-17 03:00:00,13.2,65,3.7,1.63,2.24,227,207,3.1,0.4921
2019-01-18 00:00:00,25.7,93,23.9,2.91,5.64,274,277,5.4,0.2542
2019-01-18 21:00:00,21.3,62,10.3,3.5,5.92,360,5,6.8,0.2543
2019-01-19 18:00:00,15.9,72,8.4,5.47,8.9,18,21,10.8,0.7279
2019-01-20 15:00:00,7.0,54,-6.3,7.26,11.2,337,340,15.1,0.9091
2019-01-21 12:00:00,11.3,52,-3.0,3.66,5.14,305,307,9.8,0.3762
2019-01-22 09:00:00,16.0,73,8.8,4.96,8.62,152,158,9.7,0.4515
2019-01-23 06:00:00,32.8,96,31.8,3.61,6.96,183,187,7.1,0.3131
2019-01-24 03:00:00,23.4,87,20.0,4.0,7.13,302,304,7.4,0.7028
2019-01-25 00:00:00,20.7,77,14.5,6.4,10.63,256,258,12.8,0.4825
2019-01-25 21:00:00,10.0,57,-2.1,5.12,8.02,266,266,10.6,0.5244
2019-01-26 18:00:00,10.1,54,-3.2,2.31,3.93,175,187,3.9,0.093
2019-01-27 15:00:00,10.5,35,-11.8,5.81,8.61,266,267,12.6,0.4601
2019-01-28 12:00:00,15.0,77,9.1,7.13,11.48,105,107,14.2,0.6985
2019-01-29 09:00:00,8.3,72,1.0,3.66,6.24,235,238,7.9,0.4986
2019-01-30 06:00:00,-7.6,72,-14.3,5.07,9.44,255,257,8.9,0.864
2019-01-31 03:00:00,-4.9,78,-10.2,5.6,10.26,251,255,11.0,0.845
2019-02-01 00:00:00,-7.5,80,-12.1,1.94,5.47,235,252,5.0,0.4222
2019-02-01 21:00:00,2.4,75,-3.7,2.73,6.02,188,201,4.5,0.0268
2019-02-02 18:00:00,36.7,90,34.1,2.7,5.7,270,272,8.6,0.7398
2019-02-03 15:00:00,46.0,90,43.2,4.86,9.46,233,234,9.6,0.9686
2019-02-04 12:00:00,51.6,80,45.6,5.75,10.24,193,192,11.9,0.9614
2019-02-05 09:00:00,28.2,67,18.7,4.13,6.0,328,330,9.4,0.22
2019-02-06 06:00:00,28.3,88,25.3,4.24,6.99,105,107,8.8,0.2378
2019-02-07 03:00:00,23.8,91,21.5,2.15,3.54,22,29,5.7,0.0888
2019-02-08 00:00:00,29.1,82,24.4,9.43,15.34,253,253,19.4,0.6162
2019-02-08 21:00:00,10.8,50,-4.4,7.42,11.45,284,284,16.0,0.9585
2019-02-09 18:00:00,14.0,64,4.0,1.89,2.84,302,280,2.6,0.1367
2019-02-10 15:00:00,23.7,60,11.7,3.08,4.37,103,106,6.9,0.2502
2019-02-11 12:00:00,29.3,65,18.8,4.33,6.14,83,83,10.1,0.4815
2019-02-12 09:00:00,26.6,92,24.6,6.77,12.54,103,105,13.9,0.8966
2019-02-13 06:00:00,21.5,84,17.6,6.57,10.97,257,260,14.0,0.6957
2019-02-14 03:00:00,14.7,88,11.7,2.55,6.24,225,238,5.5,0.6144
2019-02-15 00:00:00,35.7,88,32.3,4.16,8.32,207,209,8.2,0.6852
2019-02-15 21:00:00,22.4,80,17.2,5.19,9.42,295,301,11.4,0.1328
2019-02-16 18:00:00,19.0,83,14.8,1.96,3.07,15,19,3.5,0.0525
2019-02-17 15:00:00,23.1,70,14.7,4.53,7.09,68,68,9.4,0.6601
2019-02-18 12:00:00,18.3,62,7.5,4.32,6.33,355,355,9.8,0.6544
2019-02-19 09:00:00,15.9,66,6.4,1.41,2.6,262,270,4.0,0.3714
2019-02-20 06:00:00,20.2,84,16.0,2.83,5.98,98,111,7.7,0.4603
2019-02-21 03:00:00,32.6,86,28.9,6.8,11.48,253,253,13.6,0.9334
2019-02-22 00:00:00,20.0,84,16.0,2.2,5.61,300,310,3.7,0.2925
2019-02-22 21:00:00,16.0,94,14.7,3.22,4.7,120,117,4.5,0.2059
2019-02-23 18:00:00,37.4,70,28.5,5.22,9.59,126,129,10.4,0.6292
2019-02-24 15:00:00,33.7,67,24.0,10.04,16.71,255,256,25.0,0.8675
2019-02-25 12:00:00,17.6,46,0.1,7.72,11.48,287,287,17.5,0.9483
2019-02-26 09:00:00,16.2,45,-1.6,3.96,5.52,315,318,8.8,0.1521
2019-02-27 06:00:00,15.0,82,10.5,3.79,6.68,102,107,7.5,0.4017
2019-02-28 03:00:00,1.5,96,0.6,3.55,4.84,310,330,4.7,0.115
2019-06-01 06:00:00,54.7,74,46.6,2.4,3.63,343,352,2.9,0.0322
2019-06-02 04:00:00,50.7,74,42.9,2.91,5.8,356,2,6.1,0.4581
2019-06-03 02:00:00,42.8,70,33.8,3.32,6.89,314,320,6.7,0.3704
2019-06-04 00:00:00,46.6,86,42.7,1.4,2.56,270,321,3.3,0.4387
2019-06-04 22:00:00,62.5,77,55.3,2.27,5.85,229,237,7.9,0.5511
2019-06-05 20:00:00,50.8,92,48.6,3.18,6.11,347,356,6.7,0.1464
2019-06-06 18:00:00,62.7,63,49.8,2.25,4.33,111,124,4.8,0.128
2019-06-07 16:00:00,71.5,44,48.7,3.32,4.6,46,46,8.1,0.1263
2019-06-08 14:00:00,77.4,41,52.0,4.22,5.85,104,103,9.7,0.1599
2019-06-09 12:00:00,70.8,67,59.1,3.68,6.01,133,137,7.8,0.3235
2019-06-10 10:00:00,66.8,94,65.1,5.76,10.26,287,294,10.5,0.8491
2019-06-11 08:00:00,63.4,58,48.5,3.38,4.87,289,289,8.0,0.3316
2019-06-12 06:00:00,62.6,75,54.6,4.23,8.5,187,189,7.8,0.8577
2019-06-13 04:00:00,55.0,91,52.5,2.2,4.9,30,17,7.5,0.0401
2019-06-14 02:00:00,49.2,74,41.3,4.28,8.76,281,289,9.2,0.8479
2019-06-15 00:00:00,63.9,56,47.7,6.39,11.6,220,223,13.3,0.5393
2019-06-15 22:00:00,50.8,71,41.9,2.62,5.9,50,51,4.9,0.1312
2019-06-16 20:00:00,54.8,74,46.8,1.57,3.62,27,28,4.1,0.2737
2019-06-17 18:00:00,60.1,64,48.1,2.66,4.19,56,57,5.6,0.0836
2019-06-18 16:00:00,69.2,54,51.8,2.6,3.7,92,88,8.7,0.0527
2019-06-19 14:00:00,66.4,80,60.0,2.33,3.18,25,28,5.8,0.2103
2019-06-20 12:00:00,55.5,96,54.3,4.06,7.74,10,14,8.3,0.3871
2019-06-21 10:00:00,67.4,53,49.9,4.08,5.46,343,346,9.5,0.1743
2019-06-22 08:00:00,64.7,61,50.9,1.42,1.98,51,49,4.7,0.1516
2019-06-23 06:00:00,57.7,66,46.4,0.73,1.17,106,160,2.8,0.0471
2019-06-24 04:00:00,60.0,89,56.7,3.58,7.29,126,138,6.8,0.6976
2019-06-25 02:00:00,63.3,94,61.5,5.54,9.58,250,252,10.9,0.5598
2019-06-26 00:00:00,69.0,80,62.5,4.97,9.27,245,246,10.0,0.5607
2019-06-26 22:00:00,68.8,60,54.5,2.92,7.32,276,280,5.7,0.2101
2019-06-27 20:00:00,69.3,76,61.3,1.2,0.91,85,84,1.6,0.1198
2019-06-28 18:00:00,73.3,88,69.4,1.3,3.18,122,136,8.7,0.0031
2019-06-29 16:00:00,81.6,50,61.0,2.36,3.22,306,306,7.2,0.0031
2019-06-30 14:00:00,70.6,56,54.1,2.95,3.9,24,23,8.6,0.0586
2019-07-01 12:00:00,85.9,49,64.3,4.37,5.89,250,249,9.7,0.0809
2019-07-02 10:00:00,72.6,88,68.7,2.34,3.86,250,249,6.1,0.0179
2019-07-03 08:00:00,72.5,78,65.1,1.63,2.34,43,40,5.2,0.0367
2019-07-04 06:00:00,65.0,84,60.1,0.73,0.7,74,90,3.3,0.0205
2019-07-05 04:00:00,70.3,96,69.2,2.28,5.33,209,210,4.3,0.1858
2019-07-06 02:00:00,70.4,99,70.0,2.55,3.61,26,34,4.0,0.2581
2019-07-07 00:00:00,61.9,72,52.7,4.2,8.45,25,27,8.6,0.7033
2019-07-07 22:00:00,56.4,73,47.9,2.98,6.65,14,21,5.4,0.487
2019-07-08 20:00:00,60.4,77,53.3,1.61,3.47,60,49,3.1,0.1008
2019-07-09 18:00:00,72.0,59,56.7,2.57,4.11,103,116,5.5,0.2064
2019-07-10 16:00:00,84.3,60,68.8,3.7,5.79,199,201,8.8,0.1688
2019-07-11 14:00:00,77.8,53,59.3,4.33,6.05,304,304,9.6,0.332
2019-07-12 12:00:00,74.9,53,56.8,1.94,2.52,325,326,6.6,0.0229
2019-07-13 10:00:00,82.4,57,65.8,4.54,6.48,256,257,10.2,0.5416
2019-07-14 08:00:00,70.2,61,56.0,2.18,3.08,344,347,6.2,0.1472
2019-07-15 06:00:00,64.1,65,52.0,2.6,5.32,182,192,5.1,0.4615
2019-07-16 04:00:00,70.8,80,64.5,4.52,9.02,235,239,9.0,0.8646
2019-07-17 02:00:00,69.8,98,69.3,1.53,2.47,302,284,3.5,0.1984
2019-07-18 00:00:00,65.0,77,57.5,1.88,4.81,65,69,3.7,0.3109
2019-07-18 22:00:00,76.4,79,69.6,3.86,7.96,211,215,7.6,0.4611
2019-07-19 20:00:00,79.5,85,74.7,3.92,7.41,251,249,8.0,0.2981
2019-07-20 18:00:00,75.4,93,73.3,2.88,4.85,200,212,11.0,0.093
2019-07-21 16:00:00,74.4,63,61.0,3.64,5.03,111,111,8.4,0.0019
2019-07-22 14:00:00,71.7,51,52.3,5.94,8.56,7,7,13.4,0.5688
2019-07-23 12:00:00,72.4,54,54.7,4.14,5.6,307,311,9.9,0.0567
2019-07-24 10:00:00,73.5,46,51.1,3.11,4.33,6,7,7.8,0.0849
2019-07-25 08:00:00,72.6,68,61.3,2.61,3.62,274,276,6.5,0.1372
2019-07-26 06:00:00,68.3,78,61.2,2.33,4.78,239,250,4.4,0.0955
2019-07-27 04:00:00,66.9,78,59.7,3.62,7.84,204,210,6.7,0.7927
2019-07-28 02:00:00,68.5,90,65.4,4.72,8.6,234,237,9.0,0.5253
2019-07-29 00:00:00,73.5,86,69.0,2.62,5.75,220,230,5.6,0.389
2019-07-29 22:00:00,68.1,97,67.1,3.47,6.67,224,230,7.8,0.4322
2019-07-30 20:00:00,63.4,78,56.4,3.56,6.9,38,39,7.0,0.1701
2019-07-31 18:00:00,66.7,62,53.1,2.42,3.94,30,27,6.5,0.129
2019-08-01 16:00:00,74.0,47,52.7,2.84,3.83,51,49,6.7,0.0376
2019-08-02 14:00:00,77.7,50,57.4,2.35,2.98,78,76,6.4,0.1799
2019-08-03 12:00:00,80.2,54,62.1,1.58,2.08,325,325,7.1,0.0038
2019-08-04 10:00:00,76.8,61,62.2,1.1,1.5,95,94,5.4,0.0358
2019-08-05 08:00:00,75.5,72,65.8,2.48,3.47,227,226,6.1,0.1491
2019-08-06 06:00:00,68.5,89,65.1,3.06,5.63,281,287,6.8,0.0305
2019-08-07 04:00:00,62.0,100,62.0,1.14,2.43,345,351,2.3,0.0111
2019-08-08 02:00:00,67.5,76,59.6,4.24,8.04,255,253,8.2,0.2848
2019-08-09 00:00:00,61.0,73,52.5,2.34,5.6,290,305,4.1,0.5951
2019-08-09 22:00:00,64.4,62,51.1,3.72,7.79,329,331,7.5,0.2495
2019-08-10 20:00:00,64.7,71,55.1,1.82,3.0,171,206,2.2,0.1552
2019-08-11 18:00:00,75.0,53,56.9,2.4,4.6,270,270,5.3,0.0392
2019-08-12 16:00:00,75.2,72,65.7,3.48,4.83,51,50,8.1,0.0186
2019-08-13 14:00:00,77.9,53,59.3,4.56,6.38,15,14,10.3,0.2294
2019-08-14 12:00:00,74.5,42,49.7,3.47,4.74,57,55,8.6,0.2054
2019-08-15 10:00:00,66.5,78,59.3,1.99,2.82,72,73,6.6,0.0538
2019-08-16 08:00:00,68.2,77,60.8,1.56,2.12,40,45,4.6,0.0964
2019-08-17 06:00:00,67.4,92,65.1,3.18,5.85,242,250,6.0,0.5074
2019-08-18 04:00:00,66.7,96,65.6,1.7,4.0,180,193,3.7,0.147
2019-08-19 02:00:00,66.3,84,61.3,3.2,6.81,268,273,5.9,0.2119
2019-08-20 00:00:00,66.8,92,64.3,2.21,5.1,175,181,4.6,0.1176
2019-08-20 22:00:00,70.8,93,68.7,2.78,5.83,218,219,4.9,0.3019
2019-08-21 20:00:00,66.3,84,61.4,2.98,6.11,14,15,6.9,0.624
2019-08-22 18:00:00,63.6,64,51.1,3.1,5.1,2,1,7.9,0.0579
2019-08-23 16:00:00,65.4,55,49.0,3.89,5.59,29,29,9.6,0.173
2019-08-24 14:00:00,69.0,48,48.6,2.96,4.0,78,77,8.6,0.2087
2019-08-25 12:00:00,70.0,57,53.9,4.37,6.04,106,109,10.6,0.6146
2019-08-26 10:00:00,72.6,57,56.5,5.88,8.51,138,140,12.5,0.8364
2019-08-27 08:00:00,71.3,87,67.2,3.69,5.46,237,235,8.1,0.5527
2019-08-28 06:00:00,61.5,79,55.0,3.22,6.16,216,228,5.1,0.6146
2019-08-29 04:00:00,57.3,78,50.4,2.82,6.33,247,254,5.3,0.3748
2019-08-30 02:00:00,60.8,91,58.2,2.57,5.41,347,344,5.4,0.2806
2019-08-31 00:00:00,56.5,68,46.0,2.62,6.62,342,345,5.5,0.0836
2019-08-31 22:00:00,58.7,76,51.2,1.61,3.72,30,59,2.8,0.037
2019-12-01 00:00:00,32.4,64,21.7,6.32,10.94,108,110,12.8,0.8401
2019-12-01 21:00:00,33.9,96,33.0,3.69,7.16,13,27,8.4,0.3439
2019-12-02 18:00:00,31.0,91,28.6,2.88,5.39,326,338,5.8,0.1338
2019-12-03 15:00:00,32.9,82,28.0,3.67,6.35,206,208,8.6,0.3523
2019-12-04 12:00:00,35.1,70,26.4,6.24,9.66,286,286,13.0,0.7087
2019-12-05 09:00:00,29.5,66,19.7,5.66,8.91,306,305,11.4,0.6758
2019-12-06 06:00:00,33.3,93,31.6,4.25,7.56,300,307,8.0,0.1353
2019-12-07 03:00:00,20.4,82,15.8,2.42,4.67,300,313,4.0,0.4353
2019-12-08 00:00:00,28.4,80,22.9,4.98,9.53,190,193,9.4,0.5495
2019-12-08 21:00:00,41.6,87,37.9,3.24,7.11,214,219,6.8,0.673
2019-12-09 18:00:00,46.0,93,44.0,4.98,9.28,232,233,10.5,0.6972
2019-12-10 15:00:00,23.4,70,15.0,1.92,2.8,309,305,5.1,0.2426
2019-12-11 12:00:00,20.1,40,-0.3,8.12,12.23,274,274,17.2,0.7
2019-12-12 09:00:00,20.5,58,8.1,3.63,5.51,172,176,7.9,0.4839
2019-12-13 06:00:00,32.2,68,23.0,3.38,6.93,199,207,6.9,0.5977
2019-12-14 03:00:00,29.8,94,28.3,1.17,2.56,211,219,2.6,0.1757
2019-12-15 00:00:00,30.3,85,26.3,4.9,8.29,272,278,9.9,0.6315
2019-12-15 21:00:00,22.3,67,12.9,2.62,5.52,227,235,4.5,0.0106
2019-12-16 18:00:00,23.9,84,19.6,1.5,3.76,323,310,2.2,0.1951
2019-12-17 15:00:00,29.7,49,13.1,3.93,6.56,263,262,8.6,0.5051
2019-12-18 12:00:00,16.6,42,-2.7,6.82,10.0,309,311,14.4,0.7105
2019-12-19 09:00:00,17.7,51,2.7,3.67,5.39,191,191,8.2,0.3531
2019-12-20 06:00:00,26.7,74,19.6,1.28,2.61,39,94,2.0,0.2146
2019-12-21 03:00:00,26.9,83,22.4,2.73,5.9,172,178,5.8,0.6675
2019-12-22 00:00:00,32.7,85,28.5,4.6,9.36,236,240,8.5,0.9117
2019-12-22 21:00:00,40.5,64,29.4,5.25,10.54,230,232,10.2,0.8666
2019-12-23 18:00:00,35.1,91,32.9,3.42,7.37,21,21,5.3,0.1441
2019-12-24 15:00:00,37.5,77,31.0,2.69,5.01,149,154,6.7,0.1711
2019-12-25 12:00:00,48.3,65,37.1,2.62,3.76,223,220,6.7,0.0441
2019-12-26 09:00:00,42.4,95,41.0,3.42,7.01,173,178,6.1,0.5231
2019-12-27 06:00:00,47.4,94,45.8,4.55,7.99,279,279,9.3,0.632
2019-12-28 03:00:00,30.8,84,26.6,1.82,3.64,279,286,4.9,0.1363
2019-12-29 00:00:00,34.4,88,31.2,3.98,7.65,115,117,7.5,0.5147
2019-12-29 21:00:00,43.3,98,42.7,3.33,6.86,131,143,5.8,0.7241
2019-12-30 18:00:00,34.3,59,21.6,7.16,11.51,213,213,14.6,0.9489
2019-12-31 15:00:00,31.4,67,21.8,6.05,9.95,262,264,14.1,0.9033
2020-01-01 12:00:00,32.1,57,18.6,4.77,6.96,237,238,10.8,0.8079
2020-01-02 09:00:00,38.4,63,26.8,4.44,9.81,203,210,10.6,0.8406
2020-01-03 06:00:00,34.9,96,33.9,2.43,5.9,261,272,4.8,0.356
2020-01-04 03:00:00,32.7,88,29.4,2.2,4.44,357,8,4.3,0.1219
2020-01-05 00:00:00,28.0,84,23.9,4.55,7.93,289,293,9.2,0.2822
2020-01-05 21:00:00,33.7,83,29.0,5.45,9.31,263,261,10.8,0.7885
2020-01-06 18:00:00,33.5,50,16.8,5.45,9.96,277,280,11.2,0.6993
2020-01-07 15:00:00,36.2,61,24.2,5.19,8.48,251,251,10.8,0.4107
2020-01-08 12:00:00,19.9,44,1.3,6.97,10.51,309,310,15.4,0.6677
2020-01-09 09:00:00,24.9,65,14.9,6.69,10.71,145,147,13.2,0.5446
2020-01-10 06:00:00,42.2,88,39.0,5.19,9.92,214,217,9.8,0.6385
2020-01-11 03:00:00,45.3,97,44.5,2.95,6.86,204,199,5.5,0.7027
2020-01-12 00:00:00,26.7,92,24.6,7.32,12.62,14,18,14.5,0.5819
2020-01-12 21:00:00,24.9,73,17.6,1.49,2.83,160,148,3.1,0.0223
2020-01-13 18:00:00,27.3,97,26.5,1.71,1.8,353,326,1.4,0.2611
2020-01-14 15:00:00,38.9,78,32.8,4.22,6.69,256,256,9.8,0.5101
2020-01-15 12:00:00,35.7,75,28.5,1.0,1.42,143,141,2.8,0.0633
2020-01-16 09:00:00,30.3,78,24.3,5.02,7.74,301,303,10.9,0.6364
2020-01-17 06:00:00,18.2,74,11.2,2.98,4.76,310,309,6.5,0.1803
2020-01-18 03:00:00,22.5,80,17.4,6.52,10.42,126,127,13.6,0.7278
2020-01-19 00:00:00,28.7,80,23.3,6.92,11.5,266,269,14.4,0.9168
