Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2018-07-10 02:00:00,66.3,79,59.5,7.44,11.98,131,131,14.0,0.6432
2018-07-11 00:00:00,77.0,66,64.6,5.57,10.44,171,175,9.5,0.3435
2018-07-11 22:00:00,72.3,83,67.0,2.02,5.07,340,345,3.6,0.1413
2018-07-12 20:00:00,72.1,71,62.3,1.3,2.55,212,225,2.1,0.0652
2018-07-13 18:00:00,81.6,51,62.0,2.44,3.69,55,57,3.9,0.2688
2018-07-14 16:00:00,85.7,42,59.7,6.51,8.93,184,184,12.0,0.3698
2018-07-15 14:00:00,74.2,40,48.6,3.47,4.46,316,316,8.0,0.0806
2018-07-16 12:00:00,77.7,49,57.3,2.65,3.13,349,343,6.4,0.0635
2018-07-17 10:00:00,69.4,62,55.8,3.29,4.18,110,111,7.4,0.0736
2018-07-18 08:00:00,70.9,76,62.9,3.42,4.9,173,179,6.4,0.1175
2018-07-19 06:00:00,64.0,96,63.0,5.28,8.35,335,343,11.9,0.1864
2018-07-20 04:00:00,63.1,97,62.2,2.51,5.22,275,282,4.9,0.1299
2018-07-21 02:00:00,58.2,96,57.0,2.16,2.43,326,9,2.9,0.0994
2018-07-22 00:00:00,64.6,92,62.2,3.42,6.8,128,131,5.7,0.3474
2018-07-22 22:00:00,70.5,88,66.8,3.47,6.96,316,325,5.3,0.1362
2018-07-23 20:00:00,66.3,68,55.5,2.01,4.75,276,292,3.1,0.1073
2018-07-24 18:00:00,78.8,54,60.6,1.71,2.16,159,167,5.7,0.0225
2018-07-25 16:00:00,70.9,49,50.7,6.79,9.55,315,315,13.7,0.4925
2018-07-26 14:00:00,64.3,64,51.7,5.38,7.27,342,342,10.7,0.1906
2018-07-27 12:00:00,69.0,49,48.9,1.71,2.04,353,349,5.5,0.1201
2018-07-28 10:00:00,68.7,62,55.2,1.55,1.84,75,77,4.9,0.0616
2018-07-29 08:00:00,67.5,68,56.6,0.45,0.51,297,259,2.3,0.0206
2018-07-30 06:00:00,59.3,91,56.8,2.42,3.67,308,343,2.5,0.0282
2018-07-31 04:00:00,64.0,63,51.1,4.56,9.44,232,234,7.6,0.0014
2018-08-01 02:00:00,59.5,87,55.5,5.57,8.77,9,11,9.9,0.266
2018-08-02 00:00:00,53.1,91,50.5,2.11,5.19,149,140,3.6,0.1446
2018-08-02 22:00:00,68.0,77,60.5,4.91,9.5,147,150,8.3,0.2712
2018-08-03 20:00:00,73.9,72,64.4,5.06,9.5,171,172,9.6,0.4226
2018-08-04 18:00:00,79.3,44,55.5,4.69,8.16,259,263,7.1,0.1816
2018-08-05 16:00:00,80.9,40,54.0,3.32,4.37,286,286,6.9,0.1149
2018-08-06 14:00:00,75.8,64,63.0,1.25,1.46,151,164,7.9,0.046
2018-08-07 12:00:00,80.1,46,57.7,2.69,3.32,248,249,6.1,0.0703
2018-08-08 10:00:00,82.8,48,61.2,2.62,3.55,277,280,6.4,0.2812
2018-08-09 08:00:00,72.7,68,61.4,1.7,2.86,315,324,3.8,0.1353
2018-08-10 06:00:00,68.3,70,58.1,3.34,6.94,261,264,5.2,0.2939
2018-08-11 04:00:00,64.7,89,61.4,3.24,4.63,124,123,4.2,0.0212
2018-08-12 02:00:00,71.2,92,68.8,4.46,8.88,164,168,7.6,0.1926
2018-08-13 00:00:00,77.2,61,62.8,7.05,12.15,187,189,12.1,0.6045
2018-08-13 22:00:00,67.0,61,53.2,6.33,10.14,16,15,12.6,0.3716
2018-08-14 20:00:00,64.4,64,51.9,2.34,5.1,40,42,4.3,0.0612
2018-08-15 18:00:00,73.3,50,53.8,2.38,3.35,105,107,3.1,0.0169
2018-08-16 16:00:00,81.4,46,58.4,1.98,2.44,41,35,4.7,0.1342
2018-08-17 14:00:00,81.1,44,57.1,1.62,2.01,112,117,5.2,0.3336
2018-08-18 12:00:00,80.2,60,65.0,5.39,6.99,169,171,10.5,0.0798
2018-08-19 10:00:00,62.9,86,58.7,7.33,10.38,26,26,13.0,0.275
2018-08-20 08:00:00,57.2,79,50.9,5.51,7.85,4,7,10.1,0.3288
2018-08-21 06:00:00,56.6,74,48.5,2.16,4.48,304,331,4.5,0.0248
2018-08-22 04:00:00,58.3,68,47.8,4.47,8.94,260,265,7.8,0.3693
2018-08-23 02:00:00,62.2,71,52.8,5.73,10.34,196,199,10.1,0.4324
2018-08-24 00:00:00,62.4,99,62.2,5.76,9.08,107,111,9.6,0.0231
2018-08-24 22:00:00,66.9,86,62.5,0.36,1.17,236,110,1.6,0.0858
2018-08-25 20:00:00,66.9,69,56.4,4.87,8.63,19,25,7.9,0.157
2018-08-26 18:00:00,72.6,86,68.2,4.25,5.89,66,69,10.5,0.173
2018-08-27 16:00:00,62.5,69,52.3,6.24,8.3,41,41,11.4,0.1219
2018-08-28 14:00:00,58.4,66,47.1,2.08,2.56,325,321,5.7,0.0115
2018-08-29 12:00:00,66.5,55,49.8,2.44,3.11,235,237,6.5,0.3798
2018-08-30 10:00:00,67.7,69,57.2,7.3,10.1,179,180,13.5,0.55
2018-08-31 08:00:00,64.9,83,59.6,5.63,8.6,6,9,9.7,0.13
2018-12-01 18:00:00,25.2,91,23.0,6.39,9.77,17,20,10.8,0.0516
2018-12-02 15:00:00,22.7,78,17.0,5.63,7.57,12,12,10.6,0.0159
2018-12-03 12:00:00,20.5,68,11.5,2.18,2.82,344,343,5.5,0.0165
2018-12-04 09:00:00,23.7,87,20.3,4.27,7.3,249,257,7.1,0.0172
2018-12-05 06:00:00,16.9,89,14.1,3.8,7.05,272,277,6.7,0.0654
2018-12-06 03:00:00,13.2,75,6.9,4.16,5.98,350,350,8.6,0.0655
2018-12-07 00:00:00,13.8,74,7.1,3.05,6.44,229,237,5.1,0.2884
2018-12-07 21:00:00,15.9,83,11.8,3.26,6.84,207,207,5.2,0.2311
2018-12-08 18:00:00,20.6,81,15.6,2.0,4.81,183,192,4.2,0.0648
2018-12-09 15:00:00,28.0,49,11.3,4.0,5.63,302,303,8.3,0.2225
2018-12-10 12:00:00,33.4,46,14.6,5.31,7.53,273,275,10.2,0.1075
2018-12-11 09:00:00,28.2,66,18.3,3.21,5.95,275,295,5.3,0.1075
2018-12-12 06:00:00,20.0,93,18.3,1.7,2.18,225,196,4.4,0.196
2018-12-13 03:00:00,33.3,93,31.5,7.12,11.63,308,311,12.2,0.5967
2018-12-14 00:00:00,32.3,53,17.1,7.29,12.75,241,243,12.6,0.651
2018-12-14 21:00:00,34.1,72,26.0,4.46,9.62,224,224,7.8,0.5745
2018-12-15 18:00:00,40.6,60,27.7,6.33,11.83,286,290,11.8,0.7624
2018-12-16 15:00:00,38.9,42,17.6,4.74,7.38,305,306,10.4,0.1669
2018-12-17 12:00:00,32.5,54,17.8,4.96,6.93,132,135,9.4,0.2033
2018-12-18 09:00:00,34.4,67,24.6,5.04,9.46,277,288,8.4,0.2821
2018-12-19 06:00:00,36.4,84,31.9,5.24,10.03,283,290,10.2,0.5911
2018-12-20 03:00:00,27.7,85,23.8,7.29,12.13,327,328,13.4,0.6553
2018-12-21 00:00:00,21.7,96,20.7,2.08,3.54,145,133,3.5,0.0429
2018-12-21 21:00:00,29.3,91,27.1,4.14,7.61,233,245,7.7,0.254
2018-12-22 18:00:00,24.2,80,18.9,5.25,8.43,288,292,9.9,0.5835
2018-12-23 15:00:00,24.1,54,10.0,5.2,7.14,308,307,10.8,0.2132
2018-12-24 12:00:00,22.9,64,12.7,3.94,5.32,150,152,7.8,0.0923
2018-12-25 09:00:00,16.2,80,11.1,3.91,5.41,32,34,7.4,0.0286
2018-12-26 06:00:00,10.2,72,3.1,3.93,5.28,97,100,7.0,0.1335
2018-12-27 03:00:00,14.7,90,12.4,5.74,8.71,353,357,9.6,0.0875
2018-12-28 00:00:00,6.0,80,1.1,10.38,15.74,344,346,18.1,0.6375
2018-12-28 21:00:00,-8.0,85,-11.4,2.82,3.54,264,278,4.7,0.2516
2018-12-29 18:00:00,15.7,76,9.4,7.08,12.43,228,231,10.7,0.3857
2018-12-30 15:00:00,33.0,87,29.6,2.51,5.81,275,274,5.3,0.1225
2018-12-31 12:00:00,-6.8,72,-13.4,9.28,14.06,349,351,15.6,0.6984
2019-01-01 09:00:00,-14.0,71,-20.7,3.55,4.6,260,269,5.8,0.1997
2019-01-02 06:00:00,18.2,84,14.1,7.07,12.11,262,267,11.8,0.5853
2019-01-03 03:00:00,29.7,83,25.1,7.33,12.98,259,264,12.6,0.6895
2019-01-04 00:00:00,34.3,83,29.8,6.84,12.3,264,270,11.1,0.5091
2019-01-04 21:00:00,36.4,78,30.1,6.55,12.42,251,257,10.8,0.5576
2019-01-05 18:00:00,26.9,97,26.1,3.32,5.03,44,41,4.7,0.0874
2019-01-06 15:00:00,27.6,94,26.2,7.73,13.09,130,133,12.4,0.028
2019-01-07 12:00:00,32.8,80,27.2,5.97,10.42,261,267,9.9,0.1987
2019-01-08 09:00:00,14.8,77,8.8,11.46,17.54,306,306,20.2,0.6418
2019-01-09 06:00:00,0.1,78,-5.1,5.3,9.24,324,326,9.2,0.341
2019-01-10 03:00:00,1.8,85,-1.7,4.89,8.63,131,135,8.2,0.2582
2019-01-11 00:00:00,17.2,85,13.6,3.52,6.04,255,277,5.7,0.1659
2019-01-11 21:00:00,11.8,85,8.2,4.2,7.61,357,3,7.8,0.3432
2019-01-12 18:00:00,17.7,88,14.7,1.75,2.75,149,147,2.2,0.1344
2019-01-13 15:00:00,28.1,88,25.0,4.56,7.92,218,223,8.8,0.045
2019-01-14 12:00:00,20.1,88,17.1,2.5,3.13,16,17,5.5,0.0384
2019-01-15 09:00:00,24.1,80,18.8,8.18,13.86,282,286,14.2,0.063
2019-01-16 06:00:00,-7.6,83,-11.5,2.53,4.02,81,84,3.5,0.1643
2019-01-17 03:00:00,6.3,81,1.8,3.44,6.62,244,245,5.7,0.0208
2019-01-18 00:00:00,3.8,83,-0.2,3.14,4.78,53,53,6.5,0.0613
2019-01-18 21:00:00,-6.4,78,-11.6,3.31,4.43,25,25,6.0,0.1472
2019-01-19 18:00:00,-1.7,83,-5.5,1.5,2.0,127,143,4.0,0.1441
2019-01-20 15:00:00,-2.9,77,-8.2,5.87,7.78,134,136,10.0,0.1198
2019-01-21 12:00:00,10.6,85,7.1,8.24,11.4,144,146,13.3,0.3711
2019-01-22 09:00:00,7.7,85,4.0,7.16,11.29,327,330,10.2,0.4432
2019-01-23 06:00:00,11.7,89,9.0,6.61,11.43,231,235,10.4,0.2018
2019-01-24 03:00:00,3.9,78,-1.5,10.35,14.81,325,327,16.1,0.7476
2019-01-25 00:00:00,-7.1,72,-13.7,5.46,10.18,221,226,8.8,0.3516
2019-01-25 21:00:00,-9.4,79,-14.3,3.98,6.93,192,198,6.0,0.3609
2019-01-26 18:00:00,-3.2,81,-7.5,2.55,5.57,349,351,4.6,0.0457
2019-01-27 15:00:00,9.6,87,6.6,8.19,13.17,188,195,13.9,0.7152
2019-01-28 12:00:00,3.8,76,-1.9,8.17,12.04,320,324,12.3,0.3238
2019-01-29 09:00:00,-18.1,68,-25.4,9.93,14.23,326,327,14.3,0.7293
2019-01-30 06:00:00,-30.5,74,-35.9,4.52,7.11,295,309,6.5,0.0715
2019-01-31 03:00:00,-19.5,68,-26.7,5.5,9.82,178,176,7.9,0.1885
2019-02-01 00:00:00,1.2,82,-3.0,4.68,7.03,196,204,6.5,0.2645
2019-02-01 21:00:00,27.6,80,22.1,4.49,7.52,258,266,8.4,0.472
2019-02-02 18:00:00,14.3,88,11.4,1.12,0.94,350,238,3.5,0.2035
2019-02-03 15:00:00,3.4,80,-1.5,8.45,10.91,17,18,13.1,0.5544
2019-02-04 12:00:00,-9.8,70,-17.0,8.96,11.46,327,328,13.5,0.5748
2019-02-05 09:00:00,-8.9,77,-14.1,4.03,4.82,83,85,6.3,0.0339
2019-02-06 06:00:00,-5.3,79,-10.0,4.8,5.91,2,4,8.6,0.0927
2019-02-07 03:00:00,-8.0,76,-13.5,9.53,12.96,347,348,14.2,0.6477
2019-02-08 00:00:00,-17.2,73,-23.2,9.48,14.46,308,311,14.0,0.6177
2019-02-08 21:00:00,-17.0,76,-22.3,2.69,4.53,121,121,3.4,0.2132
2019-02-09 18:00:00,-8.0,80,-12.5,4.52,7.24,62,70,7.7,0.1392
2019-02-10 15:00:00,-2.9,82,-7.1,4.26,5.03,39,41,6.6,0.0406
2019-02-11 12:00:00,5.2,87,2.1,6.05,9.13,112,119,9.0,0.0546
2019-02-12 09:00:00,-4.6,79,-9.4,9.57,14.5,311,315,13.8,0.6591
2019-02-13 06:00:00,-5.7,74,-11.8,3.4,5.9,178,182,5.1,0.2937
2019-02-14 03:00:00,0.1,81,-4.3,9.24,13.95,344,345,13.2,0.4926
2019-02-15 00:00:00,-10.1,76,-15.5,6.8,10.68,306,316,10.0,0.3765
2019-02-15 21:00:00,-6.0,82,-10.1,2.61,4.48,94,114,3.1,0.0608
2019-02-16 18:00:00,5.3,83,1.1,5.14,7.64,77,84,8.5,0.1272
2019-02-17 15:00:00,6.9,81,2.3,6.11,7.71,356,358,9.1,0.1969
2019-02-18 12:00:00,0.1,77,-5.3,3.44,4.31,334,338,5.9,0.0297
2019-02-19 09:00:00,-7.4,86,-10.6,4.39,6.81,227,210,6.6,0.3286
2019-02-20 06:00:00,7.9,90,5.5,3.61,5.4,76,91,5.5,0.1114
2019-02-21 03:00:00,9.4,86,6.0,6.04,9.16,299,306,8.8,0.432
2019-02-22 00:00:00,6.2,83,2.0,4.02,6.21,276,285,5.7,0.0174
2019-02-22 21:00:00,12.7,92,10.8,3.54,6.6,106,125,5.6,0.1312
2019-02-23 18:00:00,11.7,84,7.9,6.14,9.7,307,312,10.1,0.2743
2019-02-24 15:00:00,-4.7,67,-12.8,12.94,16.76,313,314,19.3,0.6056
2019-02-25 12:00:00,-7.5,65,-16.2,2.91,3.26,311,310,5.0,0.0344
2019-02-26 09:00:00,-6.6,79,-11.4,3.74,4.58,124,126,5.9,0.2644
2019-02-27 06:00:00,-6.2,77,-11.5,7.48,11.9,293,297,10.5,0.6184
2019-02-28 03:00:00,3.2,69,-4.8,9.39,14.84,262,266,13.5,0.6336
2019-06-01 06:00:00,48.2,76,40.9,3.83,7.05,345,353,5.2,0.1434
2019-06-02 04:00:00,47.3,82,42.1,1.98,4.9,45,70,3.2,0.0867
2019-06-03 02:00:00,58.4,67,47.3,4.59,9.48,169,173,8.3,0.384
2019-06-04 00:00:00,66.7,82,61.0,5.49,10.39,190,191,9.1,0.226
2019-06-04 22:00:00,69.2,66,57.5,5.25,9.9,342,348,9.1,0.1039
2019-06-05 20:00:00,66.8,70,56.8,2.31,4.02,198,199,2.9,0.0762
2019-06-06 18:00:00,79.5,55,61.9,1.6,3.35,94,100,5.3,0.0202
2019-06-07 16:00:00,84.7,45,61.2,10.2,14.6,180,181,18.5,0.6275
2019-06-08 14:00:00,72.1,76,64.1,6.48,9.02,193,193,11.8,0.245
2019-06-09 12:00:00,63.8,30,31.8,7.52,10.07,311,311,13.8,0.514
2019-06-10 10:00:00,64.7,46,43.6,3.4,4.39,294,294,7.9,0.1784
2019-06-11 08:00:00,63.7,50,44.8,3.31,4.93,275,276,6.4,0.115
2019-06-12 06:00:00,48.7,63,36.7,1.75,3.25,24,45,2.9,0.0123
2019-06-13 04:00:00,53.5,71,44.2,3.48,6.71,198,200,6.9,0.283
2019-06-14 02:00:00,63.1,66,51.7,5.02,9.9,224,223,9.1,0.4621
2019-06-15 00:00:00,64.3,74,56.0,2.12,5.33,71,84,3.2,0.5459
2019-06-15 22:00:00,58.4,96,57.2,1.53,0.91,101,84,2.7,0.4386
2019-06-16 20:00:00,60.6,58,46.0,3.05,6.04,328,333,8.2,0.2635
2019-06-17 18:00:00,63.8,47,43.3,4.81,6.63,348,349,9.2,0.0778
2019-06-18 16:00:00,67.6,49,47.6,1.87,2.18,74,74,4.8,0.0053
2019-06-19 14:00:00,59.2,89,55.9,5.25,7.72,82,86,9.0,0.0812
2019-06-20 12:00:00,59.1,93,57.0,3.81,5.42,93,95,6.8,0.0682
2019-06-21 10:00:00,63.6,78,56.5,5.29,7.21,105,107,12.6,0.0787
2019-06-22 08:00:00,59.3,75,51.2,1.61,2.6,210,182,5.9,0.1581
2019-06-23 06:00:00,55.6,74,47.4,3.13,6.53,277,285,5.7,0.1418
2019-06-24 04:00:00,55.8,78,49.0,3.11,6.36,266,278,5.6,0.1777
2019-06-25 02:00:00,56.9,85,52.6,5.32,9.59,282,286,9.2,0.4598
2019-06-26 00:00:00,60.2,69,50.0,2.69,5.87,228,227,5.1,0.225
2019-06-26 22:00:00,67.4,80,61.0,2.31,6.02,108,111,4.4,0.001
2019-06-27 20:00:00,69.7,72,60.4,3.24,6.55,81,83,7.4,0.1223
2019-06-28 18:00:00,77.6,66,65.6,4.21,6.62,86,86,9.3,0.0136
2019-06-29 16:00:00,89.0,62,74.3,6.65,9.49,168,168,13.4,0.6243
2019-06-30 14:00:00,81.7,56,64.3,3.45,4.3,17,18,7.1,0.1119
2019-07-01 12:00:00,74.1,56,57.2,2.64,3.22,61,60,6.7,0.0194
2019-07-02 10:00:00,76.2,60,61.1,1.28,1.53,231,238,5.4,0.1364
2019-07-03 08:00:00,67.9,81,61.8,3.26,4.15,72,75,6.5,0.0437
2019-07-04 06:00:00,61.2,93,59.1,3.89,5.82,18,19,6.1,0.2239
2019-07-05 04:00:00,61.8,83,56.6,1.93,4.61,21,41,3.9,0.1265
2019-07-06 02:00:00,58.7,85,54.3,2.4,6.17,17,27,3.8,0.0631
2019-07-07 00:00:00,59.1,80,53.0,2.13,4.79,131,119,3.1,0.0527
2019-07-07 22:00:00,69.8,78,62.7,4.4,8.6,159,162,7.4,0.2355
2019-07-08 20:00:00,75.0,84,69.9,2.81,5.79,184,198,4.1,0.618
2019-07-09 18:00:00,72.9,63,59.5,7.47,10.99,262,263,11.4,0.3967
2019-07-10 16:00:00,75.2,59,60.1,6.38,8.63,328,328,12.9,0.3638
2019-07-11 14:00:00,80.0,57,63.1,6.28,8.46,194,194,11.8,0.3773
2019-07-12 12:00:00,79.3,55,61.8,2.4,2.9,2,360,5.9,0.0457
2019-07-13 10:00:00,77.5,71,67.3,3.41,4.27,122,123,7.1,0.1186
2019-07-14 08:00:00,75.2,89,71.9,1.55,2.11,165,175,5.0,0.0512
2019-07-15 06:00:00,72.2,91,69.5,3.2,5.28,284,297,5.5,0.0684
2019-07-16 04:00:00,63.9,85,59.4,2.31,4.23,342,7,4.1,0.1018
2019-07-17 02:00:00,65.9,82,60.4,3.29,5.17,20,41,8.2,0.2834
2019-07-18 00:00:00,69.7,76,61.8,2.04,5.14,169,153,3.4,0.1101
2019-07-18 22:00:00,70.7,69,60.2,1.94,2.2,305,300,3.3,0.0312
2019-07-19 20:00:00,70.1,69,59.3,2.02,5.08,340,350,4.3,0.1869
2019-07-20 18:00:00,74.0,54,56.2,3.6,5.0,2,1,7.5,0.0531
2019-07-21 16:00:00,69.1,62,55.5,4.16,5.38,350,350,8.4,0.0136
2019-07-22 14:00:00,72.8,52,54.3,1.03,1.17,29,20,4.2,0.0805
2019-07-23 12:00:00,76.1,47,54.2,2.12,2.53,188,189,5.6,0.0668
2019-07-24 10:00:00,72.8,64,60.0,5.54,7.32,163,166,10.5,0.4952
2019-07-25 08:00:00,75.1,69,64.4,5.59,8.42,227,227,10.0,0.145
2019-07-26 06:00:00,66.7,66,55.0,4.52,9.06,242,248,6.2,0.2729
2019-07-27 04:00:00,60.1,82,54.6,2.12,4.34,262,296,3.6,0.0813
2019-07-28 02:00:00,71.0,60,56.6,4.55,9.04,199,198,7.6,0.3148
2019-07-29 00:00:00,65.7,59,51.0,4.77,9.04,303,308,8.3,0.2401
2019-07-29 22:00:00,58.3,75,50.5,2.55,3.11,42,45,3.2,0.0258
2019-07-30 20:00:00,67.0,66,55.4,2.69,6.0,121,127,6.0,0.1214
2019-07-31 18:00:00,76.5,67,64.9,3.9,5.98,157,159,7.8,0.1616
2019-08-01 16:00:00,80.5,63,66.6,2.3,2.92,146,149,5.4,0.026
2019-08-02 14:00:00,76.5,77,68.7,2.52,3.13,97,97,7.3,0.0696
2019-08-03 12:00:00,75.0,67,63.1,5.06,6.74,162,162,9.6,0.0431
2019-08-04 10:00:00,77.9,67,66.2,2.55,3.14,259,261,6.7,0.1111
2019-08-05 08:00:00,63.8,84,58.9,1.56,2.05,45,47,5.7,0.3162
2019-08-06 06:00:00,63.1,77,55.9,2.79,5.35,249,253,5.3,0.183
2019-08-07 04:00:00,64.0,90,60.9,2.94,6.54,342,354,4.9,0.1702
2019-08-08 02:00:00,55.9,85,51.5,1.91,4.94,317,339,3.6,0.062
2019-08-09 00:00:00,59.6,75,51.8,2.38,4.99,158,147,3.3,0.0369
2019-08-09 22:00:00,63.1,97,62.2,3.21,6.34,94,96,5.6,0.0976
2019-08-10 20:00:00,66.0,89,62.6,1.63,3.69,101,103,2.6,0.0063
2019-08-11 18:00:00,70.2,77,62.7,3.11,4.33,96,97,7.1,0.0178
2019-08-12 16:00:00,74.8,66,62.8,1.36,1.61,17,7,4.2,0.0813
2019-08-13 14:00:00,65.8,74,57.2,6.93,9.4,327,327,13.0,0.4046
2019-08-14 12:00:00,68.7,55,52.0,1.5,1.8,360,357,5.1,0.1456
2019-08-15 10:00:00,69.1,71,59.1,3.85,5.18,189,190,7.9,0.1113
2019-08-16 08:00:00,64.6,78,57.7,3.57,6.25,259,263,6.8,0.1663
2019-08-17 06:00:00,64.4,88,60.6,4.53,8.66,248,251,7.9,0.0137
2019-08-18 04:00:00,52.3,87,48.7,4.72,8.7,302,308,8.4,0.0785
2019-08-19 02:00:00,60.8,72,51.9,5.88,10.9,215,215,9.9,0.3159
2019-08-20 00:00:00,70.2,88,66.4,5.12,9.65,184,186,8.8,0.2891
2019-08-20 22:00:00,61.5,75,53.5,3.14,6.84,351,354,5.2,0.0072
2019-08-21 20:00:00,60.4,77,53.2,2.56,3.86,59,59,3.3,0.0998
2019-08-22 18:00:00,69.5,64,56.9,4.74,7.07,115,117,9.4,0.1517
2019-08-23 16:00:00,74.0,64,60.9,6.76,9.71,151,151,13.7,0.4694
2019-08-24 14:00:00,74.0,68,62.7,9.5,13.24,172,172,17.0,0.5552
2019-08-25 12:00:00,72.7,70,62.4,6.58,9.22,189,189,13.0,0.3223
2019-08-26 10:00:00,66.2,67,54.9,7.2,9.75,297,298,13.3,0.4755
2019-08-27 08:00:00,57.3,59,42.9,8.19,11.99,278,280,14.0,0.5365
2019-08-28 06:00:00,52.2,85,47.8,4.59,8.38,286,293,9.3,0.173
2019-08-29 04:00:00,60.6,62,47.6,5.73,10.08,316,320,10.1,0.3174
2019-08-30 02:00:00,52.3,82,47.0,1.92,3.32,279,316,3.2,0.1158
2019-08-31 00:00:00,60.3,76,52.6,2.9,6.04,178,187,5.2,0.0
2019-08-31 22:00:00,60.3,86,55.9,3.4,5.72,182,185,6.0,0.0689
2019-12-01 00:00:00,22.9,91,20.6,8.61,12.97,3,6,14.3,0.0487
2019-12-01 21:00:00,11.8,94,10.5,1.41,1.0,262,276,3.1,0.2269
2019-12-02 18:00:00,28.3,79,22.6,6.41,11.72,259,267,9.8,0.435
2019-12-03 15:00:00,32.9,82,27.9,8.57,14.24,277,281,13.9,0.6147
2019-12-04 12:00:00,29.6,83,25.2,4.13,6.94,263,282,7.0,0.1616
2019-12-05 09:00:00,31.6,89,28.7,6.87,11.74,312,314,10.9,0.5311
2019-12-06 06:00:00,17.2,91,15.2,3.32,6.67,201,204,5.9,0.1364
2019-12-07 03:00:00,22.1,95,20.9,3.34,6.28,231,233,5.4,0.5417
2019-12-08 00:00:00,33.4,84,28.9,4.37,9.21,290,296,7.9,0.3319
2019-12-08 21:00:00,3.3,84,-0.6,6.96,9.93,7,9,12.2,0.2768
2019-12-09 18:00:00,4.9,85,1.3,5.75,10.09,283,290,8.2,0.2037
2019-12-10 15:00:00,-2.6,81,-6.9,5.31,9.18,250,254,9.4,0.2154
2019-12-11 12:00:00,-1.9,87,-4.9,2.62,4.1,223,223,4.4,0.0756
2019-12-12 09:00:00,-1.8,86,-5.0,2.25,2.64,21,29,3.6,0.0366
2019-12-13 06:00:00,12.8,89,10.3,5.01,8.6,206,216,6.9,0.1677
2019-12-14 03:00:00,-2.4,81,-6.7,6.09,10.09,337,342,10.2,0.3791
2019-12-15 00:00:00,-8.9,83,-12.6,3.67,6.2,206,198,5.0,0.2428
2019-12-15 21:00:00,15.4,87,12.2,6.22,10.92,275,282,9.2,0.1495
2019-12-16 18:00:00,18.3,90,15.9,7.31,11.54,253,256,11.2,0.2832
2019-12-17 15:00:00,9.7,78,4.1,3.18,4.69,13,11,5.5,0.159
2019-12-18 12:00:00,22.9,80,17.6,5.91,10.35,242,247,9.7,0.5094
2019-12-19 09:00:00,15.8,94,14.4,4.6,8.75,90,96,6.9,0.1745
2019-12-20 06:00:00,13.1,94,11.8,4.76,7.3,321,324,5.6,0.0734
2019-12-21 03:00:00,29.6,72,21.7,8.37,14.85,241,243,13.1,0.6077
2019-12-22 00:00:00,32.5,72,24.4,6.05,11.76,239,235,9.4,0.4982
2019-12-22 21:00:00,33.7,80,28.1,5.51,11.09,3,7,8.7,0.2261
2019-12-23 18:00:00,22.6,91,20.4,3.86,8.18,143,145,6.4,0.1518
2019-12-24 15:00:00,21.3,91,19.0,3.73,5.7,20,22,6.2,0.001
2019-12-25 12:00:00,17.7,94,16.3,3.86,5.17,10,15,7.6,0.0687
2019-12-26 09:00:00,18.1,87,14.8,5.59,9.19,313,316,9.4,0.13
2019-12-27 06:00:00,12.9,84,9.1,4.75,8.92,248,250,8.0,0.1905
2019-12-28 03:00:00,21.6,95,20.3,1.39,3.9,210,180,3.5,0.0191
2019-12-29 00:00:00,21.7,93,20.1,8.98,14.52,8,10,14.0,0.418
2019-12-29 21:00:00,16.1,87,13.0,14.25,19.54,355,356,20.9,0.4681
2019-12-30 18:00:00,21.3,83,17.0,11.9,16.73,332,334,14.1,0.4815
2019-12-31 15:00:00,19.0,84,14.8,7.58,12.49,239,241,10.8,0.3517
2020-01-01 12:00:00,32.0,79,26.3,7.5,12.12,249,253,10.9,0.319
2020-01-02 09:00:00,27.6,90,25.1,6.4,8.85,295,297,9.3,0.2246
2020-01-03 06:00:00,26.6,92,24.7,5.38,8.34,350,354,6.6,0.1822
2020-01-04 03:00:00,13.7,83,9.5,5.22,8.7,266,271,8.6,0.1992
2020-01-05 00:00:00,38.2,68,28.4,12.15,18.79,293,295,16.8,0.5184
2020-01-05 21:00:00,26.4,73,18.9,8.84,14.31,265,268,12.7,0.4366
2020-01-06 18:00:00,27.1,81,22.0,11.63,16.91,311,313,17.1,0.5119
2020-01-07 15:00:00,10.9,72,3.7,7.02,10.54,311,313,10.6,0.1979
2020-01-08 12:00:00,3.4,80,-1.4,9.55,12.63,137,139,14.0,0.3567
2020-01-09 09:00:00,10.8,84,7.0,4.66,7.71,305,317,6.3,0.2377
2020-01-10 06:00:00,0.0,72,-6.8,7.1,9.74,328,328,12.0,0.2877
2020-01-11 03:00:00,-10.2,78,-15.2,4.41,6.72,167,157,5.9,0.057
2020-01-12 00:00:00,-0.4,76,-6.1,6.84,10.68,142,146,9.9,0.2636
2020-01-12 21:00:00,7.6,89,5.1,5.38,9.61,162,161,7.5,0.0552
2020-01-13 18:00:00,13.1,97,12.4,0.57,1.4,225,180,5.1,0.1062
2020-01-14 15:00:00,-2.6,76,-8.4,4.61,5.61,356,357,7.6,0.0475
2020-01-15 12:00:00,-9.8,74,-15.9,9.21,11.82,328,328,13.6,0.376
2020-01-16 09:00:00,-18.2,70,-25.1,3.68,5.52,133,125,5.1,0.0298
